brand;model;year_from;year_to;engine_volume;fuel_type;oil_ngn_5w30_product;oil_ngn_5w30_article;oil_ngn_5w40_product;oil_ngn_5w40_article;oil_specs;oil_fill_liters;filter_oil_mann;filter_oil_lynx;filter_oil_sufix;filter_air_mann;filter_air_lynx;filter_air_sufix;filter_cabin_mann;filter_cabin_lynx;filter_cabin_sufix;notes;at_type;at_oil_specs;at_oil_fill_liters;at_ngn_product;at_ngn_article;filter_oil_oe;filter_air_oe;filter_cabin_oe;oil_ngn_aline_5w30_product;oil_ngn_aline_5w30_article;oil_ngn_aline_5w40_product;oil_ngn_aline_5w40_article
Citroen;C4;2007;2008;2.0 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, 5W-30;5.0-5.5;HU 711/51 x;нет данных;нет данных;C 4371/1;нет данных;нет данных;FP 2940;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C5;2008;2015;1.6 VTi / THP;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2296 / 2290, 0W-30 / 5W-30;4.25;HU 816 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C5;2008;2015;1.6 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290 / 2312, 5W-30 / 0W-30;3.75-3.8;HU 711/51 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C5;2008;2015;2.0 HDi / 2.2 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290 / 2312, 5W-30 / 0W-30;4.5-5.5;HU 711/51 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C5;2008;2015;3.0 HDi V6;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290 / 2312, 5W-30 / 0W-30;6.25-6.5;HU 934/1 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C-Crosser;2007;2012;2.4i;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2296, 5W-30 / 5W-40;4.6-5.2;W 610/3;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C-Crosser;2007;2012;2.2 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, ACEA C2/C3, 5W-30;5.25-5.3;HU 711/51 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Spacetourer;2016;2024;1.6 BlueHDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2312, ACEA C2, 0W-30 / 5W-30;5.5-5.6;HU 7033 z;нет данных;нет данных;C 36003;нет данных;нет данных;CUK 29 003-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Spacetourer;2016;2024;2.0 BlueHDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2312 / 2290, 0W-30 / 5W-30;5.1-6.1;HU 711/51 x;нет данных;нет данных;C 29110;нет данных;нет данных;CUK 29 003-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Jumper;2014;2024;2.2 HDi (до 2018);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, ACEA C2, 5W-30;6.2;HU 711/51 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Jumper;2014;2024;2.0 BlueHDi / 2.2 BlueHDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290 / 2312, 5W-30 / 0W-30;6.6;W 7063;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Jumper;2014;2024;e-Jumper;электро;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;нет;0;нет;нет данных;нет данных;нет;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;DS4;2011;2015;1.6 VTi / THP;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, 0W-30 / 5W-30;4.25;HU 816 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;DS4;2011;2015;1.6 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, 0W-30 / 5W-30;4.25;HU 716/2 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;DS4;2011;2015;2.0 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, 0W-30 / 5W-30;4.25;HU 711/51 x / HU 816 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Berlingo;2008;2012;1.6 VTi (бензин);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, 5W-30 / 0W-30;3.25-3.8;HU 711/51 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Berlingo;2008;2012;1.6 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, ACEA C3, 5W-30 / 0W-30;3.75;HU 711/51 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Datsun;on-DO;2014;2020;1.6 (82 / 87 л.с.);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3 / API SN, 5W-40 / 10W-40;2.9-4.1;W 914/2;нет данных;нет данных;C 22117;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Datsun;on-DO;2014;2020;1.6 (106 л.с.);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3 / API SN, 5W-40 / 10W-40;4.1;W 914/2;нет данных;нет данных;C 22117;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Datsun;mi-DO;2014;2020;1.6 (87 л.с.);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3 / API SN, 5W-40 / 10W-40;2.9-4.1;W 914/2;нет данных;нет данных;C 22117;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Datsun;mi-DO;2014;2020;1.6 (106 л.с.);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3 / API SN, 5W-40 / 10W-40;4.1;W 914/2;нет данных;нет данных;C 22117;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
FAW;Besturn X40;2019;2021;1.6 CA4GB16;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / 5W-40;4.0;W 712/75;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
FAW;Besturn X80;2017;2020;2.0 CA4GD1;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SP/SN+, 5W-40 / 10W-40;4.0;W 712/73;нет данных;нет данных;C 3233;нет данных;нет данных;CUK 2043;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
